time,open,high,low,close,volume
10.05.2020 00:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 01:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 02:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 03:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 04:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 05:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 06:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 07:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 08:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 09:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 10:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 11:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 12:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 13:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 14:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 15:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 16:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 17:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 18:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 19:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 20:00:00.000,1.08371,1.08371,1.08371,1.08371,0
10.05.2020 21:00:00.000,1.08265,1.08366,1.08239,1.08325,429089996.3379
10.05.2020 22:00:00.000,1.08331,1.08376,1.08302,1.08345,4057120117.1875
10.05.2020 23:00:00.000,1.08344,1.08395,1.08288,1.08377,4222950195.3125
11.05.2020 00:00:00.000,1.08377,1.08459,1.08342,1.08455,5872720214.8438
11.05.2020 01:00:00.000,1.08453,1.08504,1.08410,1.08500,6494259765.625
11.05.2020 02:00:00.000,1.08500,1.08503,1.08453,1.08478,4893120117.1875
11.05.2020 03:00:00.000,1.08478,1.08481,1.08447,1.08471,4801040039.0625
11.05.2020 04:00:00.000,1.08472,1.08496,1.08464,1.08466,3644110107.4219
11.05.2020 05:00:00.000,1.08465,1.08473,1.08403,1.08412,5005250000
11.05.2020 06:00:00.000,1.08413,1.08470,1.08364,1.08421,9601580078.125
11.05.2020 07:00:00.000,1.08421,1.08448,1.08264,1.08339,12686830078.125
11.05.2020 08:00:00.000,1.08340,1.08368,1.08086,1.08178,14096860351.5625
11.05.2020 09:00:00.000,1.08177,1.08278,1.08102,1.08245,12046660156.25
11.05.2020 10:00:00.000,1.08245,1.08299,1.08150,1.08188,11643709960.9375
11.05.2020 11:00:00.000,1.08190,1.08225,1.08126,1.08142,12698330078.125
11.05.2020 12:00:00.000,1.08144,1.08258,1.08142,1.08201,15582879882.8125
11.05.2020 13:00:00.000,1.08202,1.08438,1.08200,1.08327,16392089843.75
11.05.2020 14:00:00.000,1.08327,1.08362,1.08136,1.08244,17565800781.25
11.05.2020 15:00:00.000,1.08243,1.08267,1.08026,1.08165,14782969726.5625
11.05.2020 16:00:00.000,1.08171,1.08173,1.08069,1.08080,11046440429.6875
11.05.2020 17:00:00.000,1.08079,1.08120,1.08067,1.08111,8117470214.8438
11.05.2020 18:00:00.000,1.08108,1.08113,1.08035,1.08093,7678339843.75
11.05.2020 19:00:00.000,1.08092,1.08174,1.08078,1.08146,6538299804.6875
11.05.2020 20:00:00.000,1.08149,1.08165,1.08005,1.08061,3523820068.3594
11.05.2020 21:00:00.000,1.08059,1.08081,1.08046,1.08066,1056500000
11.05.2020 22:00:00.000,1.08066,1.08103,1.08065,1.08097,2973975097.6563
11.05.2020 23:00:00.000,1.08095,1.08105,1.08074,1.08093,4063159912.1094
12.05.2020 00:00:00.000,1.08093,1.08103,1.07843,1.07923,10852389648.4375
12.05.2020 01:00:00.000,1.07924,1.07957,1.07879,1.07947,7145240234.375
12.05.2020 02:00:00.000,1.07947,1.08007,1.07928,1.08000,5710259765.625
12.05.2020 03:00:00.000,1.08001,1.08071,1.07983,1.08068,4235379882.8125
12.05.2020 04:00:00.000,1.08067,1.08087,1.08004,1.08045,4057570068.3594
12.05.2020 05:00:00.000,1.08046,1.08172,1.08001,1.08096,6532450195.3125
12.05.2020 06:00:00.000,1.08096,1.08248,1.08034,1.08205,9760679687.5
12.05.2020 07:00:00.000,1.08204,1.08276,1.08061,1.08158,7177620117.1875
12.05.2020 08:00:00.000,1.08161,1.08270,1.08145,1.08200,9316370117.1875
12.05.2020 09:00:00.000,1.08200,1.08243,1.08124,1.08195,12256089843.75
12.05.2020 10:00:00.000,1.08195,1.08367,1.08159,1.08347,12246480468.75
12.05.2020 11:00:00.000,1.08348,1.08486,1.08335,1.08486,11553709960.9375
12.05.2020 12:00:00.000,1.08486,1.08644,1.08406,1.08594,15396830078.125
12.05.2020 13:00:00.000,1.08594,1.08851,1.08570,1.08772,17393869140.625
12.05.2020 14:00:00.000,1.08774,1.08789,1.08613,1.08746,18673439453.125
12.05.2020 15:00:00.000,1.08746,1.08776,1.08620,1.08627,14134009765.625
12.05.2020 16:00:00.000,1.08628,1.08661,1.08479,1.08506,10062620117.1875
12.05.2020 17:00:00.000,1.08508,1.08581,1.08472,1.08520,8580769531.25
12.05.2020 18:00:00.000,1.08520,1.08582,1.08504,1.08533,6361560058.5938
12.05.2020 19:00:00.000,1.08532,1.08563,1.08482,1.08502,7202490234.375
12.05.2020 20:00:00.000,1.08502,1.08516,1.08469,1.08472,2074110107.4219
12.05.2020 21:00:00.000,1.08475,1.08482,1.08463,1.08468,329369995.1172
12.05.2020 22:00:00.000,1.08469,1.08519,1.08465,1.08516,3006034912.1094
12.05.2020 23:00:00.000,1.08514,1.08514,1.08452,1.08454,2968139892.5781
13.05.2020 00:00:00.000,1.08455,1.08572,1.08446,1.08549,6389439941.4063
13.05.2020 01:00:00.000,1.08549,1.08567,1.08511,1.08546,5806250000
13.05.2020 02:00:00.000,1.08545,1.08562,1.08471,1.08508,8764169921.875
13.05.2020 03:00:00.000,1.08508,1.08522,1.08475,1.08509,3904750000
13.05.2020 04:00:00.000,1.08508,1.08508,1.08439,1.08493,4379680175.7813
13.05.2020 05:00:00.000,1.08490,1.08539,1.08448,1.08492,4974580078.125
13.05.2020 06:00:00.000,1.08494,1.08556,1.08437,1.08450,9415690429.6875
13.05.2020 07:00:00.000,1.08451,1.08505,1.08307,1.08382,13093820312.5
13.05.2020 08:00:00.000,1.08382,1.08456,1.08354,1.08423,11722490234.375
13.05.2020 09:00:00.000,1.08423,1.08476,1.08349,1.08426,11129849609.375
13.05.2020 10:00:00.000,1.08427,1.08657,1.08405,1.08652,9942889648.4375
13.05.2020 11:00:00.000,1.08653,1.08785,1.08603,1.08765,14930190429.6875
13.05.2020 12:00:00.000,1.08766,1.08811,1.08712,1.08791,16073179687.5
13.05.2020 13:00:00.000,1.08792,1.08965,1.08531,1.08614,31286189453.125
13.05.2020 14:00:00.000,1.08614,1.08650,1.08371,1.08384,21149980468.75
13.05.2020 15:00:00.000,1.08384,1.08462,1.08303,1.08362,15119049804.6875
13.05.2020 16:00:00.000,1.08361,1.08390,1.08197,1.08220,11671459960.9375
13.05.2020 17:00:00.000,1.08222,1.08222,1.08122,1.08176,8184240234.375
13.05.2020 18:00:00.000,1.08174,1.08238,1.08150,1.08153,5703049804.6875
13.05.2020 19:00:00.000,1.08153,1.08204,1.08116,1.08150,7016089843.75
13.05.2020 20:00:00.000,1.08149,1.08190,1.08139,1.08176,2612489990.2344
13.05.2020 21:00:00.000,1.08176,1.08205,1.08161,1.08205,1833458129.8828
13.05.2020 22:00:00.000,1.08202,1.08205,1.08154,1.08180,1767140014.6484
13.05.2020 23:00:00.000,1.08180,1.08218,1.08165,1.08210,2126370117.1875
14.05.2020 00:00:00.000,1.08210,1.08239,1.08172,1.08214,4230009765.625
14.05.2020 01:00:00.000,1.08214,1.08216,1.08086,1.08093,7148410156.25
14.05.2020 02:00:00.000,1.08092,1.08151,1.08088,1.08148,5069299804.6875
14.05.2020 03:00:00.000,1.08148,1.08153,1.08072,1.08087,4471180175.7813
14.05.2020 04:00:00.000,1.08088,1.08100,1.08051,1.08094,3483729980.4688
14.05.2020 05:00:00.000,1.08094,1.08113,1.08043,1.08073,4421870117.1875
14.05.2020 06:00:00.000,1.08073,1.08130,1.08014,1.08075,9592669921.875
14.05.2020 07:00:00.000,1.08076,1.08137,1.07961,1.08044,15027250000
14.05.2020 08:00:00.000,1.08044,1.08202,1.08021,1.08100,12575040039.0625
14.05.2020 09:00:00.000,1.08101,1.08129,1.08062,1.08085,7629970214.8438
14.05.2020 10:00:00.000,1.08086,1.08090,1.07831,1.07916,15580950195.3125
14.05.2020 11:00:00.000,1.07917,1.07947,1.07751,1.07894,13407830078.125
14.05.2020 12:00:00.000,1.07892,1.07951,1.07748,1.07888,16536140625
14.05.2020 13:00:00.000,1.07887,1.08011,1.07840,1.07905,13386690429.6875
14.05.2020 14:00:00.000,1.07905,1.08163,1.07888,1.08114,20524359375
14.05.2020 15:00:00.000,1.08115,1.08150,1.07883,1.07985,14794660156.25
14.05.2020 16:00:00.000,1.07986,1.08045,1.07810,1.07823,12073809570.3125
14.05.2020 17:00:00.000,1.07824,1.07907,1.07800,1.07822,10242280273.4375
14.05.2020 18:00:00.000,1.07821,1.07867,1.07801,1.07833,7137520019.5313
14.05.2020 19:00:00.000,1.07831,1.08025,1.07817,1.07995,8303059570.3125
14.05.2020 20:00:00.000,1.07996,1.08050,1.07972,1.08040,2143989990.2344
14.05.2020 21:00:00.000,1.08042,1.08071,1.08030,1.08065,1270464965.8203
14.05.2020 22:00:00.000,1.08064,1.08071,1.08018,1.08032,2405114990.2344
14.05.2020 23:00:00.000,1.08034,1.08079,1.08029,1.08060,2536899902.3438
15.05.2020 00:00:00.000,1.08061,1.08071,1.07995,1.08054,6659509765.625
15.05.2020 01:00:00.000,1.08056,1.08070,1.08014,1.08024,5685140136.7188
15.05.2020 02:00:00.000,1.08025,1.08036,1.07984,1.08029,6086339843.75
15.05.2020 03:00:00.000,1.08029,1.08071,1.08023,1.08052,3926179931.6406
15.05.2020 04:00:00.000,1.08050,1.08069,1.08035,1.08052,3024989990.2344
15.05.2020 05:00:00.000,1.08054,1.08072,1.08031,1.08063,3925310058.5938
15.05.2020 06:00:00.000,1.08062,1.08100,1.07955,1.07992,8438549804.6875
15.05.2020 07:00:00.000,1.07988,1.08188,1.07932,1.08163,11615809570.3125
15.05.2020 08:00:00.000,1.08161,1.08195,1.08058,1.08112,10217950195.3125
15.05.2020 09:00:00.000,1.08113,1.08171,1.08067,1.08126,10349540039.0625
15.05.2020 10:00:00.000,1.08127,1.08188,1.08063,1.08102,11320500000
15.05.2020 11:00:00.000,1.08101,1.08162,1.07971,1.08001,12908240234.375
15.05.2020 12:00:00.000,1.08000,1.08399,1.07888,1.08296,22137119140.625
15.05.2020 13:00:00.000,1.08295,1.08509,1.08224,1.08376,21619300781.25
15.05.2020 14:00:00.000,1.08376,1.08391,1.08140,1.08191,17577970703.125
15.05.2020 15:00:00.000,1.08193,1.08254,1.08109,1.08155,13360980468.75
15.05.2020 16:00:00.000,1.08156,1.08220,1.08037,1.08067,10213389648.4375
15.05.2020 17:00:00.000,1.08068,1.08130,1.08046,1.08107,6859520019.5313
15.05.2020 18:00:00.000,1.08108,1.08172,1.08085,1.08141,5817259765.625
15.05.2020 19:00:00.000,1.08142,1.08185,1.08120,1.08171,3750760009.7656
15.05.2020 20:00:00.000,1.08171,1.08222,1.08126,1.08183,3345761962.8906
15.05.2020 21:00:00.000,1.08183,1.08183,1.08183,1.08183,0
15.05.2020 22:00:00.000,1.08183,1.08183,1.08183,1.08183,0
15.05.2020 23:00:00.000,1.08183,1.08183,1.08183,1.08183,0
16.05.2020 00:00:00.000,1.08183,1.08183,1.08183,1.08183,0
