time,open,high,low,close,volume
10.05.2020 00:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 01:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 02:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 03:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 04:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 05:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 06:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 07:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 08:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 09:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 10:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 11:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 12:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 13:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 14:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 15:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 16:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 17:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 18:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 19:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 20:00:00.000,1.24033,1.24033,1.24033,1.24033,0
10.05.2020 21:00:00.000,1.23965,1.23995,1.23870,1.23871,96510002.1362
10.05.2020 22:00:00.000,1.23960,1.24076,1.23954,1.24049,3161169921.875
10.05.2020 23:00:00.000,1.24049,1.24169,1.24003,1.24163,2745500000
11.05.2020 00:00:00.000,1.24163,1.24245,1.24091,1.24226,3491320068.3594
11.05.2020 01:00:00.000,1.24226,1.24304,1.24182,1.24304,3854649902.3438
11.05.2020 02:00:00.000,1.24305,1.24372,1.24257,1.24299,3398540039.0625
11.05.2020 03:00:00.000,1.24299,1.24325,1.24241,1.24310,1913640014.6484
11.05.2020 04:00:00.000,1.24308,1.24334,1.24253,1.24258,2331969970.7031
11.05.2020 05:00:00.000,1.24258,1.24281,1.24122,1.24147,3123850097.6563
11.05.2020 06:00:00.000,1.24147,1.24298,1.24081,1.24211,5055350097.6563
11.05.2020 07:00:00.000,1.24210,1.24224,1.23806,1.23814,11649320312.5
11.05.2020 08:00:00.000,1.23814,1.23852,1.23462,1.23708,10846240234.375
11.05.2020 09:00:00.000,1.23708,1.23747,1.23495,1.23657,8149089843.75
11.05.2020 10:00:00.000,1.23652,1.23681,1.23212,1.23231,10800839843.75
11.05.2020 11:00:00.000,1.23229,1.23236,1.22899,1.22915,10642570312.5
11.05.2020 12:00:00.000,1.22918,1.23200,1.22828,1.22986,14735469726.5625
11.05.2020 13:00:00.000,1.22986,1.23576,1.22984,1.23495,14828799804.6875
11.05.2020 14:00:00.000,1.23497,1.23625,1.23233,1.23578,17174839843.75
11.05.2020 15:00:00.000,1.23579,1.23613,1.23200,1.23279,20041300781.25
11.05.2020 16:00:00.000,1.23284,1.23466,1.23194,1.23434,15736679687.5
